m2id,big5_item_n,big5_item_e,big5_item_o,big5_item_c,big5_item_a,big5_scale_neuroticism,big5_scale_extraversion,big5_scale_openness,big5_scale_conscientiousness,big5_scale_agreeableness
10788,1.3333333333333333,1.8888888888888888,1.9310254545454546,1,4,3,3,4,4,3
10790,0.9285714285714286,2.125,2.0194641666666664,2.5,3.923076923076923,3.8,2.8,1.75,2.5,3.57142857142859
10791,1.0666666666666667,2.25,3.623545,1.75,3.076923076923077,2.2,2.6,2.5,3.25,3.28571428571427
10792,1.5714285714285714,2.25,1.0992090909090908,1.5,5.230769230769231,2.8,2.6,1,3.5,3.71428571428573
10793,0.6,1.875,1.7138341666666668,1.75,4.923076923076923,4,3,3.25,3.25,2.57142857142859
10794,0.7857142857142857,1.8888888888888888,1.3408633333333333,1.5,5.230769230769231,4,3.8,3,3.5,3.14285714285714
10795,0.7333333333333333,1.8888888888888888,2.4456175,1.5,4.3076923076923075,3.6,3.2,2.5,3.5,2.14285714285714
10797,1.0714285714285714,1,8.938754166666667,1.5,5.076923076923077,3.8,4,1.25,3.5,3.85714285714286
10798,2.142857142857143,3,2.990167272727273,2.25,4.615384615384615,2.8,2,2,2.75,1.85714285714286
10799,0.35714285714285715,1.3333333333333333,0.9273518181818182,1,5.615384615384615,4,4,2.5,4,4
10801,0.42857142857142855,1.1428571428571428,16.106755454545453,1.6666666666666667,5.076923076923077,4,4,2.5,3.33333333333333,4
10802,0.7857142857142857,1.875,1.813589,1,4.666666666666667,2.75,3.75,2.33333333333333,4,2.5
10803,0.8666666666666667,1.8888888888888888,1.607431,1,5.076923076923077,3.6,3.4,2,4,3.14285714285714
10804,1.2,1.7777777777777777,1.9445366666666666,1,4.3076923076923075,3.6,3.6,2,4,2.28571428571427
10805,,,,,,,,,,
10806,0.4,1.8888888888888888,1.603299,1.25,5.538461538461538,3.2,3.2,2.25,3.75,2.85714285714286
10807,0.5,1.125,1.6793258333333332,1.25,4.538461538461538,3,4,1,3.75,3.42857142857141
10809,,,,,,,,,,
10811,0.8666666666666667,1.125,1.5601254545454546,1.75,4.6923076923076925,4,4,2.5,3.25,3.57142857142859
10812,0.7333333333333333,1.3333333333333333,1.2852454545454546,1,5.538461538461538,4,3.8,3,4,3.28571428571427
10813,1.2666666666666666,1.8888888888888888,9.740734999999999,1.5,4.923076923076923,3.8,3.4,2.25,3.5,2.57142857142859
10816,0.8571428571428571,1.5,1.45956,2.5,3.6153846153846154,2.8,3.8,3.75,2.5,3.42857142857141
10817,1.2142857142857142,2.5,2.0083255555555555,1.5,4.615384615384615,3.8,2.6,1.5,3.5,2.85714285714286
10818,,,,,,,,,,
10819,0.5384615384615384,1.3333333333333333,2.304912,1.5,4.461538461538462,4,4,1.5,3.5,2.85714285714286
10822,,,,,,,,,,
10823,1.1428571428571428,1.25,1.9008909090909092,1.75,4.153846153846154,3.8,3.8,2.75,3.25,2.42857142857141
10825,1.5,1.7777777777777777,1.74708,1.75,5.384615384615385,3.8,3.4,2.25,3.25,3.42857142857141
10826,1,1.5,1.3664358333333333,2,4.384615384615385,4,4,3.5,3,3.42857142857141
10828,1.3333333333333333,1.4444444444444444,7.686126,1.25,4.076923076923077,3.8,3.8,1,3.75,3.14285714285714
10829,1.2857142857142858,1.75,1.8272366666666666,2,4.769230769230769,3,3,2.25,3,2.42857142857141
10831,,,,,,,,,,
10832,0.7857142857142857,2.3333333333333335,2.3636654545454543,1,4.615384615384615,2.8,2.6,2.25,4,2.71428571428573
10834,1.1428571428571428,2.5555555555555554,2.514218181818182,1.75,5.153846153846154,3.6,2.6,1.75,3.25,2.71428571428573
10835,1.2857142857142858,2.375,2.4542683333333333,2.75,4.583333333333333,3,2.8,2.75,2.25,2.14285714285714
10837,1.9230769230769231,1.625,1.801735,1.75,6.153846153846154,2.8,3.4,2,3.25,2.71428571428573
10838,1.1428571428571428,2,1.9920281818181818,1.5,5.230769230769231,4,3.2,2.25,3.5,2.71428571428573
10842,1.0714285714285714,1.8888888888888888,2.1552118181818183,1,5.153846153846154,4,3.4,1,4,2.57142857142859
10845,,,,,,,,,,
10846,1,2.25,1.9453783333333334,2,3.923076923076923,2.2,2.6,2.75,3,2.71428571428573
10849,0.8461538461538461,1.8571428571428572,20.909254,1.75,5.153846153846154,3.6,3,2.66666666666667,3.25,3.16666666666667
10852,1.3571428571428572,2.375,4.872084545454546,1.25,3.5384615384615383,3.8,2.4,2,3.75,3.14285714285714
10853,,,,,,,,,,
10854,0.5714285714285714,1,8.858084166666666,1.25,5.3076923076923075,4,4,1,3.75,3.57142857142859
10855,1.4285714285714286,2.2222222222222223,2.405994,2,4.384615384615385,3,2.6,2.75,3,2.57142857142859
10856,0.5714285714285714,1.25,1.9267581818181818,1,4.769230769230769,3.8,3.8,2,4,3.42857142857141
10857,1.1333333333333333,2,1.94269,2.5,4.230769230769231,2.8,3.2,2.5,2.5,2.28571428571427
10858,0.7857142857142857,2.111111111111111,2.0703036363636365,1.75,5.615384615384615,4,3,1.75,3.25,3
10860,0,1.5555555555555556,2.112607,2.25,5.461538461538462,4,3.6,3.25,2.75,3
10862,1.5,1.3333333333333333,10.629435454545455,1.25,3.5384615384615383,3.6,4,2.25,3.75,3
10863,0.7142857142857143,1.7142857142857142,1.8170245454545455,1.75,5.153846153846154,3.2,3,1.5,3.25,2.85714285714286
10864,,,,,,,,,,
10865,1.0714285714285714,1.5,1.9043866666666667,1.5,5.461538461538462,3,3.2,3,3.5,3
10866,1.4285714285714286,2.2222222222222223,1.8481027272727273,1.75,4.461538461538462,3.8,3,1.25,3.25,2.85714285714286
10868,1.7142857142857142,1.875,1.4194975,1.75,3.3846153846153846,2.6,3.2,1,3.25,3.57142857142859
10869,1.6666666666666667,1.875,1.763807,1.5,3.1538461538461537,2.8,3.4,2.75,3.5,3.71428571428573
10870,1.4666666666666666,2.625,2.3851445454545455,1.75,3.5384615384615383,2.8,2.2,3,3.25,2.28571428571427
10871,1.2142857142857142,2.125,1.820880909090909,2.5,4.3076923076923075,3.2,2.6,2.25,2.5,2.42857142857141
10872,0.4,1.7777777777777777,1.7460625,1.25,5,3.4,3.4,2.5,3.75,3.14285714285714
10873,0.13333333333333333,1.5,1.5999454545454546,2.25,4.833333333333333,4,3.4,2.75,2.75,3.71428571428573
10874,0.7857142857142857,1.25,1.3478291666666666,1.75,4.153846153846154,4,4,2.25,3.25,3.28571428571427
10877,0.8571428571428571,1.375,1.6969263636363636,1.5,5,3.2,3.4,2,3.5,3.14285714285714
10878,1.2142857142857142,1.125,0.88922,1.25,4.230769230769231,4,4,1.75,3.75,4
10879,-0.09090909090909091,1.4285714285714286,0.519705,1,4.153846153846154,4,4,,4,
10880,0.6428571428571429,2.2222222222222223,1.784771111111111,1.25,5.615384615384615,3.2,3,2,3.75,2.85714285714286
10881,1.5714285714285714,1.875,10.314574444444444,1,3.769230769230769,4,3,3,4,3.71428571428573
10882,0.7142857142857143,2.5,9.656835833333332,2.25,4.461538461538462,3,2.4,2,2.75,3
10883,1.8571428571428572,1,1.3768918181818182,1.25,5.076923076923077,4,4,1,3.75,3.42857142857141
10884,0.9285714285714286,1.6666666666666667,1.94781,1.25,5.3076923076923075,3.8,3.6,1,3.75,3
10885,,,,,,,,,,
10886,0.13333333333333333,2.25,1.6456245454545455,2,5.076923076923077,3.4,2.8,3,3,3
10887,1.2142857142857142,1.5555555555555556,1.5811091666666668,1.75,4.923076923076923,4,3.8,2.66666666666667,3.25,2.85714285714286
10888,0.7857142857142857,1.875,2.097786363636364,2,4.846153846153846,3.8,3.2,2.75,3,2
10889,0.42857142857142855,1.7777777777777777,1.7235208333333334,1.5,4.6923076923076925,4,3.2,2.25,3.5,2.42857142857141
10890,0.4,2.7777777777777777,2.192921818181818,2,4.230769230769231,3.8,2.2,2.75,3,1.85714285714286
10892,,,,,,,,,,
10893,,,,,,,,,,
10894,-0.13333333333333333,2.3333333333333335,1.740169090909091,1.5,5.416666666666667,3.8,3,2.75,3.5,2.85714285714286
10897,1.5,1.4444444444444444,2.7058199999999997,1.5,4.3076923076923075,3.8,3.8,2,3.5,3.42857142857141
10898,0.42857142857142855,3,2.015712,1.75,5.615384615384615,4,2.4,3.5,3.25,2.42857142857141
10899,1.4285714285714286,2.111111111111111,1.8517158333333332,2.25,4.923076923076923,3.6,2.8,1.75,2.75,2.14285714285714
10900,2.3636363636363638,2.7777777777777777,2.889560909090909,2.75,2.8,2.4,2.2,2.25,2.25,1.42857142857141
10902,1.1428571428571428,1.6666666666666667,3.5565525,1.75,4.769230769230769,4,3.4,2.25,3.25,3.28571428571427
10903,1.0666666666666667,2.2222222222222223,1.8750681818181818,1.75,5.076923076923077,4,2.6,2.25,3.25,3
10905,0.7142857142857143,1.7777777777777777,2.111401818181818,1,4.3076923076923075,4,3.2,1.25,4,2.28571428571427
10907,0.26666666666666666,1.4444444444444444,0.885382,1.5,5,4,4,3.5,3.5,4
10910,-0.07142857142857142,1.6666666666666667,1.654199,1.25,5.384615384615385,3.8,4,3,3.75,3.5
10912,1.5,2.3333333333333335,2.616452727272727,1.25,4.3076923076923075,3.6,3,2.75,3.75,3.14285714285714
10913,1.3571428571428572,1.7777777777777777,1.2455158333333334,1.75,4.846153846153846,4,3.6,1.5,3.25,3.57142857142859
10914,2.1818181818181817,1.6666666666666667,1.714787,2,3.7,4,3.4,2.75,3,2.85714285714286
10915,0.7857142857142857,1.5,1.5845683333333334,1.75,4.461538461538462,3.8,3.6,2.75,3.25,3.42857142857141
10916,1.5,1.2222222222222223,4.820998333333334,2.25,4.538461538461538,4,4,1.75,2.75,3
10917,1.1333333333333333,1.7777777777777777,1.826813,1.5,4.923076923076923,3.2,3.4,3,3.5,2.57142857142859
10918,-0.07142857142857142,2,1.600928,1.5,4.923076923076923,4,3.6,3.5,3.5,3
10919,0.8666666666666667,2.111111111111111,1.6912572727272728,1.75,4.769230769230769,3,3.2,2,3.25,2.71428571428573
10920,2.2142857142857144,3.625,2.172405,2.5,3.8461538461538463,2,1.4,1.25,2.5,1.85714285714286
10921,0.9285714285714286,1.125,1.0362041666666666,1,5.384615384615385,4,3.8,1.25,4,3.85714285714286
10923,1.5714285714285714,2.4444444444444446,1.845315,1.5,4.153846153846154,3.4,2.2,1.75,3.5,2.28571428571427
10924,1.6428571428571428,1.8888888888888888,1.9635763636363637,1,4.615384615384615,3.4,2.8,2,4,3
10925,,,,,,,,,,
10926,1.3571428571428572,2.111111111111111,1.113675,3,4.230769230769231,3.4,3.6,2.25,2,3.57142857142859
10927,1.4285714285714286,1.2222222222222223,1.3745181818181818,2,4.6923076923076925,3.8,4,3.66666666666667,3,3.71428571428573
10928,1,1.4444444444444444,1.2699145454545455,1.25,4.923076923076923,4,3.8,1.75,3.75,3.57142857142859
10931,1,2.375,2.1733654545454546,1.75,4,2.8,2.6,1.5,3.25,3.28571428571427
10932,,,,,,,,,,
10933,1.1428571428571428,1.4444444444444444,1.49187,1,4.615384615384615,3.4,3.8,1.75,4,3.28571428571427
10936,0.6666666666666666,1.4444444444444444,2.2468209090909093,1,4.923076923076923,4,3.8,2.25,4,2.57142857142859
10937,1.7142857142857142,1.4444444444444444,1.632470909090909,1.5,4,3.6,3.4,2.25,3.5,2.85714285714286
10938,,,,,,,,,,
10939,1.3571428571428572,1.7142857142857142,1.6888572727272726,1.25,4.769230769230769,3.8,3,1,3.75,3.71428571428573
10941,1.8571428571428572,2.6666666666666665,2.3995118181818182,2,5.076923076923077,3.8,2.4,3.25,3,3.14285714285714
10944,1.2857142857142858,2.142857142857143,2.491220909090909,1.5,4.538461538461538,3.2,2.6,2.75,3.5,2.28571428571427
10946,0.06666666666666667,1.6666666666666667,2.0005,1.5,5.615384615384615,4,3.6,2.25,3.5,2.42857142857141
10948,1.1428571428571428,1.7777777777777777,2.0973772727272726,1.25,4.923076923076923,4,3.6,1.25,3.75,2.85714285714286
10949,0.6428571428571429,1.5555555555555556,1.4101754545454546,1.25,4.923076923076923,3.8,3.8,3.25,3.75,3.28571428571427
10950,0.8571428571428571,2.4444444444444446,2.2867725,2,5.384615384615385,3.6,2.8,2.25,3,2.57142857142859
10951,1.3571428571428572,1.6666666666666667,2.337970909090909,2.25,4.615384615384615,3.2,3.4,1.75,2.75,3
10952,0.5714285714285714,1.3333333333333333,1.18496,1.5,5.230769230769231,4,3.8,2.25,3.5,3.42857142857141
10953,0.7333333333333333,1.8888888888888888,1.8914781818181818,2.25,4.769230769230769,3.6,2.6,2.5,2.75,3.14285714285714
10956,0.9285714285714286,1.6666666666666667,9.419261666666667,1.75,4.769230769230769,4,3.6,2,3.25,3.85714285714286
10957,,,,,,,,,,
10959,1.1428571428571428,1.3333333333333333,1.986165,1,5,4,4,3,4,3.14285714285714
10960,1.2142857142857142,1.3333333333333333,1.8078454545454545,1,4.615384615384615,4,3.8,2.25,4,3.71428571428573
10961,1.3571428571428572,2.888888888888889,1.930350909090909,3,4.769230769230769,2.4,2,3.5,2,2.42857142857141
10962,1.2,1.8888888888888888,1.4739581818181817,1.25,4.6923076923076925,3.6,3.2,3,3.75,3.42857142857141
10963,1.5,1.3333333333333333,1.1707627272727272,1,4.538461538461538,4,4,1.25,4,3.85714285714286
10964,1.1666666666666667,1.125,1.864955,1.75,3.4,3.8,4,1.5,3.25,3.71428571428573
10965,1.4285714285714286,2.5,1.6638190909090909,1,4.153846153846154,2.2,2.2,1,4,3.14285714285714
10966,0.8,1.5555555555555556,9.47179909090909,2.25,4.538461538461538,3.6,3.6,3.75,2.75,2.71428571428573
10967,1.5714285714285714,1.5555555555555556,8.655191666666667,1.25,4.230769230769231,3.2,3.8,2,3.75,2.85714285714286
10968,0.8571428571428571,2.25,1.4027672727272726,2,4.846153846153846,3.6,3,2.5,3,3.14285714285714
10969,0.9285714285714286,1,1.2374327272727272,1.25,4.923076923076923,4,4,2,3.75,4
10970,1.4285714285714286,2.6666666666666665,1.971071818181818,2.75,5.461538461538462,2.8,2.2,3,2.25,2.28571428571427
10971,0.7142857142857143,2.125,1.903528,2,4.230769230769231,3,2.8,2.25,3,2.71428571428573
10972,1.5,2.125,1.5478972727272726,1.25,4,3.6,2.8,1.25,3.75,2.85714285714286
10974,2.4285714285714284,1.625,1.465470909090909,1.75,4.230769230769231,3.2,3.2,2.75,3.25,3.42857142857141
10976,0.5,1.375,2.5234336363636363,1.25,4.923076923076923,4,3.8,1.75,3.75,3.42857142857141
10977,1.1428571428571428,2.4444444444444446,3,2,5.230769230769231,3.2,2.6,2.25,3,1.5
10978,0.9285714285714286,1.2222222222222223,1.1741425,1,5.153846153846154,4,4,1.75,4,3.42857142857141
10979,1.7142857142857142,2.25,1.712729,2.5,4.076923076923077,2.4,2.8,2.25,2.5,2.71428571428573
10980,1,1.75,1.655459090909091,1.75,5,3.2,3,1.5,3.25,2.71428571428573
10982,1.1333333333333333,2,2.824422727272727,2,3.3846153846153846,3.6,3.4,2.25,3,2.85714285714286
10983,0.8333333333333334,2.2222222222222223,1.821333,1.6666666666666667,5.461538461538462,3,3,2.5,3.33333333333333,2.71428571428573
10984,1.2857142857142858,1.125,1.803955,1.5,5.153846153846154,3.2,4,1.25,3.5,3.14285714285714
10985,1.7857142857142858,1.75,1.214806,2.25,4.153846153846154,2.6,3.2,2.25,2.75,3.42857142857141
10986,0.7857142857142857,1.8888888888888888,3.135321818181818,1.5,4.923076923076923,3.6,3.6,2.25,3.5,2.42857142857141
10987,,,,,,,,,,
10990,1.2142857142857142,2.2222222222222223,1.6533081818181818,2.25,4.384615384615385,3.8,3,2.5,2.75,2.57142857142859
10991,0.8571428571428571,1.6666666666666667,1.637930909090909,1.25,4.384615384615385,4,3.8,1.5,3.75,3.28571428571427
10992,,,,,,,,,,
10994,1.8571428571428572,2.111111111111111,2.137673,1.75,4.230769230769231,3.2,2.8,2,3.25,3.42857142857141
10995,1.2857142857142858,1.2222222222222223,0.8192390909090909,1.75,5.076923076923077,3.8,4,2.5,3.25,4
10997,1.8666666666666667,1.875,2.1140454545454546,1.25,4.076923076923077,3.6,3.2,2.75,3.75,3
10998,1.3571428571428572,2.2222222222222223,2.379821,1.25,5.3076923076923075,3.2,2.8,1.75,3.75,2.42857142857141
10999,1.4,2.3333333333333335,1.6710108333333333,1.75,4.3076923076923075,3,2.6,1.75,3.25,2.42857142857141
11000,1.1333333333333333,2.125,4.521958333333333,1.75,4.153846153846154,2.2,2.4,3.25,3.25,2.57142857142859
11002,,,,,,,,,,
11004,0.7857142857142857,3.125,6.317540833333333,1.25,4.3076923076923075,3.8,1.6,2,3.75,3.28571428571427
11006,1.6,2.111111111111111,1.5987166666666666,1.75,4.3076923076923075,3.6,3,2.5,3.25,2.42857142857141
11008,,,,,,,,,,
11009,1.6428571428571428,1.25,2.0761436363636365,2,4.076923076923077,3.6,3.6,3,3,2.28571428571427
11013,1,1.625,1.6536490909090908,2.5,4.076923076923077,2.8,3,2.25,2.5,2.71428571428573
11014,1.2857142857142858,1.5,2.50561,2,4.6923076923076925,3.6,3.4,2,3,2.57142857142859
11015,0.9166666666666666,1.25,1.7784777777777778,1.75,4.461538461538462,3.2,4,3,3.25,3.14285714285714
11016,0.9285714285714286,1.75,1.01179,3,4.846153846153846,3.6,3.2,2.5,2,3.57142857142859
11018,1.6428571428571428,2.111111111111111,2.9584841666666666,1.25,4.3076923076923075,3.8,3,1.75,3.75,2.85714285714286
11021,1.5,1.8888888888888888,2.681585,1.25,4.615384615384615,3.2,3,2,3.75,2
11022,1.2142857142857142,1.4444444444444444,8.1339325,1,5.076923076923077,4,4,2.25,4,3.71428571428573
11025,1.3333333333333333,2,1.482728181818182,1.25,4.076923076923077,4,2.8,3.5,3.75,3
11026,,,,,,,,,,
11028,1.6428571428571428,1.125,1.5804525,1.5,5.076923076923077,3.6,3.8,1.75,3.5,3.57142857142859
11030,1.5,1.5555555555555556,1.7150941666666666,2,4.3076923076923075,3.6,3.6,1.5,3,3.42857142857141
11031,1.1538461538461537,1.3333333333333333,2.85038,1.5,5.6923076923076925,4,4,1,3.5,2.5
11033,0.7142857142857143,1.125,3.942679090909091,2,4.769230769230769,3.8,4,2.25,3,3.42857142857141
11034,0.3333333333333333,2.7777777777777777,5.911465,1,3.6153846153846154,3.2,2,2.5,4,3.14285714285714
11036,1,1.375,2.189435,2,3.9166666666666665,3.4,4,2,3,2.85714285714286
11037,1.4,2.5,2.1954872727272727,2.25,4,2.2,2.6,2,2.75,2.85714285714286
11038,1.3571428571428572,1.375,1.6438808333333332,1,4.615384615384615,3,3.8,2.5,4,3.42857142857141
11040,0.5714285714285714,1.125,1.7571281818181819,1,5.3076923076923075,4,4,1.75,4,3.28571428571427
11041,1.4285714285714286,1.7777777777777777,1.8843463636363635,1,5,3.8,3.4,1.75,4,2.85714285714286
11042,1.5714285714285714,1.5555555555555556,1.4154816666666667,1.25,4.538461538461538,4,3.8,1.75,3.75,3
11043,,,,,,,,,,
11044,0.8571428571428571,1.4444444444444444,0.7474391666666667,1.75,5.384615384615385,4,4,1.25,3.25,4
11045,,,,,,,,,,
11046,0,1.3333333333333333,1.2390408333333334,1,5.615384615384615,4,4,2,4,4
11048,0.5,2.5,2.467245,1.25,4.6923076923076925,3.2,2.2,1.75,3.75,2.28571428571427
11049,0.42857142857142855,2.3333333333333335,2.2362266666666666,1.75,5.769230769230769,3,2.6,2.25,3.25,2
11050,0.2857142857142857,1.875,1.0182081818181818,2.25,3.769230769230769,3.4,2.6,3,2.75,3.71428571428573
11051,1.3571428571428572,2.2222222222222223,1.9830336363636363,1,4.6923076923076925,2.8,3,2.5,4,2.71428571428573
11052,0.2857142857142857,1.5555555555555556,1.2022663636363637,1,5.461538461538462,3.8,4,1.25,4,3.28571428571427
11053,0.46153846153846156,2.125,2.3272690909090907,1.5,5,2.8,2.6,2.25,3.5,2.71428571428573
11054,1.3571428571428572,1.3333333333333333,2.00085,1.75,4.923076923076923,4,3.8,1.25,3.25,2.85714285714286
11055,1.2857142857142858,2.2222222222222223,1.54614,1.25,5,4,2.6,2.75,3.75,2.85714285714286
11056,0.9333333333333333,2,9.454649090909092,1,4.153846153846154,3.2,3.2,3.5,4,3.42857142857141
11057,1.6428571428571428,1.75,1.9013091666666666,2,4.615384615384615,2.8,3.4,3,3,2.28571428571427
11061,1.0666666666666667,1.75,1.856575,1.25,3.8461538461538463,2.6,3.2,2.5,3.75,3.14285714285714
11063,1.1333333333333333,2.4444444444444446,1.502142,1.5,4.384615384615385,3.8,2.6,1.75,3.5,3
11065,1.5,1.75,2.4009590909090908,2,4.923076923076923,2.8,3.8,3.25,3,1.71428571428573
11066,1.5,1.5,1.751840909090909,1.5,4.538461538461538,3,3.8,1.75,3.5,3.14285714285714
11067,0.6,1.25,1.3844245454545454,3,4.076923076923077,3.8,3.8,3.75,2,3
11068,1.2,1.3333333333333333,1.5956781818181818,2,5.076923076923077,4,4,2.25,3,2.85714285714286
11069,0.35714285714285715,1.75,1.502536,2.5,4.923076923076923,3,3,2.75,2.5,3.14285714285714
11070,0.7857142857142857,1.375,1.679821,2.25,4.846153846153846,4,3.4,1,2.75,3.28571428571427
11071,1.1428571428571428,1.5,1.481585,1,4.846153846153846,4,3.4,1.75,4,3.57142857142859
11072,1.6428571428571428,2.25,1.6726818181818182,1.75,4.538461538461538,2.6,2.6,1.75,3.25,3.28571428571427
11074,1.7333333333333334,1.6666666666666667,2.7819718181818183,1.25,4.384615384615385,3,3.6,2,3.75,3.57142857142859
11075,1.5714285714285714,1.625,1.6625427272727273,2,4.615384615384615,3,3.4,2,3,2.71428571428573
11076,0.35714285714285715,1.125,1.5554009090909091,1.5,5.6923076923076925,4,4,2.25,3.5,3
11079,1.3571428571428572,1.8888888888888888,2.1237372727272725,1.75,4.153846153846154,3.2,3.8,2.5,3.25,3.14285714285714
11081,1.2142857142857142,1.2222222222222223,1.4801181818181819,1.5,5,4,4,2,3.5,3.14285714285714
11082,1.1428571428571428,1.5,0.8715325,1.25,4.461538461538462,3.8,3.6,2.75,3.75,3.71428571428573
11083,1.5714285714285714,2.25,1.037719,2,4.076923076923077,3.6,2.8,2.25,3,3.71428571428573
11084,0.5714285714285714,2.2222222222222223,1.4734181818181817,1.25,5.230769230769231,4,3.6,2,3.75,2.85714285714286
11085,1.1428571428571428,1.6666666666666667,5.336692727272728,2.5,3.923076923076923,4,3.8,2,2.5,3
11086,,,,,,,,,,
11087,1.4,1.3333333333333333,1.3063627272727272,1.5,4.769230769230769,3.4,3.8,1.25,3.5,3.28571428571427
11088,0.6428571428571429,1.625,1.6170063636363636,1,3.769230769230769,4,3.2,2.75,4,3.14285714285714
11089,1.2857142857142858,1.875,11.513764,1.75,5,3.2,3.8,2.25,3.25,3.14285714285714
11091,2,1.125,9.545971818181817,1.25,4.230769230769231,3.4,3.8,1.5,3.75,3.14285714285714
11092,1.1428571428571428,1.7777777777777777,2.0912458333333332,1.5,5.153846153846154,3,3.2,2.25,3.5,3
11093,1.1333333333333333,2.111111111111111,1.9060716666666666,1.5,4.846153846153846,3,3,1.5,3.5,2.71428571428573
11094,1.5714285714285714,1.7142857142857142,1.893967,1.75,4.538461538461538,3.4,3.2,2,3.25,2.71428571428573
11095,1,2,2.359642,1.5,3.6923076923076925,3,3,2.5,3.5,3
11097,,,,,,,,,,
11098,1.4285714285714286,1.5,1.5991345454545454,2.25,4.153846153846154,3.6,3.6,2.5,2.75,3.28571428571427
11099,0.8461538461538461,1.5714285714285714,1.7737066666666668,2,5,2.8,3.2,1.75,3,2.57142857142859
11100,,,,,,,,,,
11102,1.2,1.8888888888888888,1.2159354545454546,1.25,4.076923076923077,3.6,3.2,2.25,3.75,3.28571428571427
11103,1.1428571428571428,1.625,1.7418316666666667,1,4.846153846153846,3.8,3.2,2,4,2.42857142857141
11104,,,,,,,,,,
11105,0.7857142857142857,2.25,1.5734316666666668,2,4.6923076923076925,3,2.8,2,3,3
11107,1.2857142857142858,1.125,1.3225958333333334,1.25,4.615384615384615,3.6,3.8,1.75,3.75,3.28571428571427
11108,0.9285714285714286,1.125,1.375,1,5.076923076923077,4,3.8,1,4,3.57142857142859
11109,1.6,2.25,4.608748181818181,2.25,4.384615384615385,3,3,2.75,2.75,2.85714285714286
11110,1.6428571428571428,2.125,1.7179866666666668,2.25,3.8461538461538463,2.2,2.8,1.75,2.75,2.57142857142859
11111,0.8571428571428571,2.625,4.872135454545455,1.5,3.6923076923076925,3,2.4,2.25,3.5,3.14285714285714
11112,0.6,2.375,1.5036833333333333,1.25,4.153846153846154,3.2,2.6,3.25,3.75,3.28571428571427
11113,0.9333333333333333,1.875,1.6548275,1.75,4.230769230769231,2.4,3.2,3.25,3.25,3.57142857142859
11114,,,,,,,,,,
11115,0.9285714285714286,2.2222222222222223,1.553679090909091,2,4.615384615384615,4,2.8,1.75,3,2.85714285714286
11116,1,2.25,2.2277418181818183,1.25,5.076923076923077,3.6,2.6,1.75,3.75,2.57142857142859
11118,1.4285714285714286,2.111111111111111,1.9340083333333333,1.75,4.6923076923076925,3,3,3,3.25,2.42857142857141
11119,,,,,,,,,,
11121,0.7142857142857143,1.5,1.4831863636363636,1.5,4.769230769230769,3.6,3.6,2.25,3.5,3
11122,0.9285714285714286,1.5,4.958088333333333,1.5,5,3.8,3.4,2.5,3.5,3.28571428571427
11123,,,,,,,,,,
11124,1.3571428571428572,1.75,1.6828927272727272,2,5.153846153846154,2.8,3.4,2.25,3,3.42857142857141
11125,-0.2857142857142857,1.8571428571428572,1.711469,1.5,4.769230769230769,3.8,3,3.5,3.5,2.33333333333333
11126,1.6666666666666667,1.375,1.4337691666666668,1.5,4.090909090909091,3.8,3.4,2.75,3.5,2.71428571428573
11128,0.8571428571428571,1.8888888888888888,1.3763054545454545,3,4.6923076923076925,4,3.2,2.5,2,3
11129,1.6153846153846154,2.25,7.5741008333333335,3,4.153846153846154,3,2.6,2.25,2,2.28571428571427
11132,0.9285714285714286,1.625,2.160472,1.25,5.076923076923077,4,3.2,2.5,3.75,2.71428571428573
11133,0.5714285714285714,1.1111111111111112,1.1575872727272727,1,4.923076923076923,3.8,4,1.5,4,4
11135,,,,,,,,,,
11136,,,,,,,,,,
11139,1.1333333333333333,2,1.7189941666666666,1.5,4.923076923076923,3.4,2.8,2.5,3.5,3.42857142857141
11140,1.0666666666666667,2.2222222222222223,2.418982,1.75,4.846153846153846,3.4,2.8,1.75,3.25,2.28571428571427
11141,,,,,,,,,,
11142,1,1.7142857142857142,2.178967272727273,1.5,4.6923076923076925,3.2,3.4,1.25,3.5,2.42857142857141
11144,1,2.5714285714285716,1.938918,1.25,4.6923076923076925,4,2.8,2.25,3.75,3
11145,1.2142857142857142,1.875,1.6586154545454546,1.5,5.3076923076923075,3.4,3.2,2.25,3.5,2.71428571428573
11146,2.2,1.375,1.5668818181818183,2,4,4,3.6,2.5,3,3
11147,0.6,2.125,1.7093090909090909,1.5,4.6923076923076925,2.2,2.6,1.5,3.5,2.71428571428573
11148,0.8,1.4444444444444444,2.923047,2,5.230769230769231,4,3.8,1.75,3,2.66666666666667
11149,0.6666666666666666,2.6666666666666665,2.596978,1.25,4.538461538461538,3,2.2,2.25,3.75,2.71428571428573
11150,0.9285714285714286,1.1111111111111112,1.0177763636363637,1.75,4.769230769230769,4,4,2.75,3.25,3.57142857142859
11151,,,,,,,,,,
11152,0.6,1.6666666666666667,1.184956,2,4.538461538461538,4,4,2.5,3,4
11153,1.1428571428571428,2,2.0916183333333334,2.75,4.615384615384615,3.8,3,2.75,2.25,2.42857142857141
11154,1.4285714285714286,1.75,4.8646590909090905,1.25,4.461538461538462,3.6,3,1.75,3.75,3.57142857142859
11156,0.4666666666666667,2.2222222222222223,1.4492336363636364,2.25,4.923076923076923,3.6,2.6,3.25,2.75,3.28571428571427
