var_name_raw,var_name_clean,var_label
A1PB29G,a1pb29g,Spouse/partner reason for current unemployment - Other (specify)
A1PB31,a1pb31,Spouse/partner currently working for pay
A1PB33_2,a1pb33_2,Spouse/partner supervises others on main job
A1PB34_2,a1pb34_2,Spouse/partner employee or self-employed
A1POCCS,a1poccs,Spouse/Partner occupation
A1PINDS,a1pinds,Spouse/Partner industry
A1POCSMJ,a1pocsmj,Spousal occupation - major groups
A1PINSMJ,a1pinsmj,Spousal industry - major groups
A1PTSEIS,a1ptseis,Spouse/partner - SEI 80 - total
A1PTEARS,a1ptears,Spouse/partner - logit all earn >= 14.30
A1PTEDUS,a1ptedus,Spouse/partner - logit all educ some col
A1PFSEIS,a1pfseis,Spouse/partner - SEI 80 - female
A1PFEARS,a1pfears,Spouse/partner - logit wmn earn >= 14.30
A1PFEDUS,a1pfedus,Spouse/partner - logit wmn educ some col
A1PMSEIS,a1pmseis,Spouse/partner - SEI 80 - male
A1PMEARS,a1pmears,Spouse/partner - logit men earn >= 14.30
A1PMEDUS,a1pmedus,Spouse/partner - logit men educ some col
S_ABSCRE,s_abscre,Spouse/partner - abstract and creative
S_ATMOSP,s_atmosp,Spouse/partner - atmospheric conditions
S_BOTH,s_both,Spouse/partner - prfrmd in and outdoor
S_BUSPR,s_buspr,Spouse/partner - business cntct people
S_CLERIC,s_cleric,Spouse/partner - clerical perception
S_CLIMB,s_climb,Spouse/partner - climbing or balancing
S_CLRDIS,s_clrdis,Spouse/partner - color discrimination
S_COLD,s_cold,Spouse/partner - extreme cold
S_COMMDA,s_commda,Spouse/partner - communication of data
S_DATAL,s_datal,Spouse/partner - cmplxty - rltn to data
S_DATAPR,s_datapr,Spouse/partner - data preference
S_DCP,s_dcp,Spouse/partner - adapt accept rspnsblty
S_DEPL,s_depl,Spouse/partner - adapt people instrctn
S_ENVIRO,s_enviro,Spouse/partner - environment condition
S_EYHNFT,s_eyhnft,Spouse/partner - eye hand foot coordntn
S_FIF,s_fif,Spouse/partner - adapt situ feel - view
S_FMNHR,s_fmnhr,Spouse/partner - female mean hrly earn
S_FMNYR,s_fmnyr,Spouse/partner - female mean annl earn
S_FNGRDX,s_fngrdx,Spouse/partner - finger dexterity
S_FRMPRC,s_frmprc,Spouse/partner - form perception
S_GED,s_ged,Spouse/partner - gnrl education devlpmt
S_HAZARD,s_hazard,Spouse/partner - hazards
S_HEAT,s_heat,Spouse/partner - extreme heat
S_INFLU,s_influ,Spouse/partner - adapt influence ideas
S_INTELL,s_intell,Spouse/partner - intelligence aptitude
S_MACHPR,s_machpr,Spouse/partner - activities w machines
S_MCHNPR,s_mchnpr,Spouse/partner - machine preference
S_MEN,s_men,Spouse/partner - men in occupation 1979
S_MMNHR,s_mmnhr,Spouse/partner - male mean hrly earn
S_MMNYR,s_mmnyr,Spouse/partner - male mean annl earn
S_MNLDXT,s_mnldxt,Spouse/partner - manual dexterity
S_MTRCRD,s_mtrcrd,Spouse/partner - motor coordination
S_MVC,s_mvc,Spouse/partner - adapt general measures
S_NOISE,s_noise,Spouse/partner - noise or vibrations
S_NUMERC,s_numerc,Spouse/partner - numerical aptitude
S_OBSPRE,s_obspre,Spouse/partner - activities w objects
S_OUT,s_out,Spouse/partner - performed outdoors
S_PEOPLE,s_people,Spouse/partner - complexity w people
S_PEOPRE,s_peopre,Spouse/partner - work for presumed good
S_PHYSDM,s_physdm,Spouse/partner - physical demands
S_PRODPR,s_prodpr,Spouse/partner - productive preference
S_PROTPR,s_protpr,Spouse/partner - tngbl productive satis
S_PRSTPR,s_prstpr,Spouse/partner - prestige of others
S_PUS,s_pus,Spouse/partner - adapt perform stress
S_REACH,s_reach,Spouse/partner - reaching handling feel
S_REPCON,s_repcon,Spouse/partner - adapt repetitive work
S_ROUTPR,s_routpr,Spouse/partner - routine activities
S_SCINPR,s_scinpr,Spouse/partner - scientific activities
S_SEE,s_see,Spouse/partner - seeing
S_SJC,s_sjc,Spouse/partner - adapt general judgemtl
S_SPATIA,s_spatia,Spouse/partner - spatial aptitude
S_STOOP,s_stoop,Spouse/partner - stoop kneel and crawl
S_STRGTH,s_strgth,Spouse/partner - strength
S_STS,s_sts,Spouse/partner - adapt to situat limits
S_SVP,s_svp,Spouse/partner - specific vocation prep
S_TALK,s_talk,Spouse/partner - talking or hearing
S_THINGS,s_things,Spouse/partner - complexity of things
S_TRAIN,s_train,Spouse/partner - training times
S_VARCH,s_varch,Spouse/partner - adapt multiple duties
S_VERBAL,s_verbal,Spouse/partner - verbal aptitude
S_WET,s_wet,Spouse/partner - wet and humid conditn
S_WOMEN,s_women,Spouse/partner - women in occupatn 1979
MINDUS_S,mindus_s,Spouse/partner - 1 if missing industry code
PROFID_S,profid_s,Spouse/partner - professional / related srvcs
AGRIC_S,agric_s,"Spouse/partner - agri, forestry, fishry, mining"
CONSTR_S,constr_s,Spouse/partner - construction
MANUF_S,manuf_s,Spouse/partner - manufacturing
TRANSP_S,transp_s,"Spouse/partner - transp, comm, public utility"
WHOLE_S,whole_s,Spouse/partner - wholesale trade
RETAIL_S,retail_s,Spouse/partner - retail trade
FNANCE_S,fnance_s,"Spouse/partner - finance, insurance, real est"
BUSIN_S,busin_s,Spouse/partner - business and repair services
PERSON_S,person_s,Spouse/partner - personal services
ENTERT_S,entert_s,"Spouse/partner - entertainment, recreation serv"
PUBADM_S,pubadm_s,Spouse/partner - public administration
MOCCUP_S,moccup_s,Spouse/partner - 1 if missing occupation code
EXEC_S,exec_s,"Spouse/partner - executive, administ, managerl"
PROFOC_S,profoc_s,Spouse/partner - professional specialty
TECH_S,tech_s,Spouse/partner - technicians / related support
SALES_S,sales_s,Spouse/partner - sales occupations
ADMIN_S,admin_s,"Spouse/partner - admin support, incld clerical"
SERV_S,serv_s,Spouse/partner - service occupations
FARM_S,farm_s,"Spouse/partner - farming, forestry, fishing"
CRAFT_S,craft_s,"Spouse/partner - precision prod, craft, repair"
OPERAT_S,operat_s,"Spouse/partner - operator, laborer, military"
A1PB35,a1pb35,Number of biological children
A1PB36A1,a1pb36a1,Gender child 1
A1PB36B1,a1pb36b1,Year child 1 born
A1PB36A2,a1pb36a2,Gender child 2
A1PB36B2,a1pb36b2,Year child 2 born
A1PB36A3,a1pb36a3,Gender child 3
A1PB36B3,a1pb36b3,Year child 3 born
A1PB36A4,a1pb36a4,Gender child 4
A1PB36B4,a1pb36b4,Year child 4 born
A1PB36A5,a1pb36a5,Gender child 5
A1PB36B5,a1pb36b5,Year child 5 born
A1PB36A6,a1pb36a6,Gender child 6
A1PB36B6,a1pb36b6,Year child 6 born
A1PB36A7,a1pb36a7,Gender child 7
A1PB36B7,a1pb36b7,Year child 7 born
A1PB36A8,a1pb36a8,Gender child 8
A1PB36B8,a1pb36b8,Year child 8 born
A1PB36A9,a1pb36a9,Gender child 9
A1PB36B9,a1pb36b9,Year child 9 born
A1PB36A10,a1pb36a10,Gender child 10
A1PB36B10,a1pb36b10,Year child 10 born
A1PBAG1,a1pbag1,Age of biological child 1
A1PBAG2,a1pbag2,Age of biological child 2
A1PBAG3,a1pbag3,Age of biological child 3
A1PBAG4,a1pbag4,Age of biological child 4
A1PBAG5,a1pbag5,Age of biological child 5
A1PBAG6,a1pbag6,Age of biological child 6
A1PBAG7,a1pbag7,Age of biological child 7
A1PBAG8,a1pbag8,Age of biological child 8
A1PBAG9,a1pbag9,Age of biological child 9
A1PBAG10,a1pbag10,Age of biological child 10
A1PB37,a1pb37,Number of non-biological children
A1PB37A1,a1pb37a1,Gender non-biological child 1
A1PB37B1,a1pb37b1,Relation to non-biological child 1
A1PB37C1,a1pb37c1,Year non-biological child 1 born
A1PB37A2,a1pb37a2,Gender non-biological child 2
A1PB37B2,a1pb37b2,Relation to non-biological child 2
A1PB37C2,a1pb37c2,Year non-biological child 2 born
A1PB37A3,a1pb37a3,Gender non-biological child 3
A1PB37B3,a1pb37b3,Relation to non-biological child 3
A1PB37C3,a1pb37c3,Year non-biological child 3 born
A1PB37A4,a1pb37a4,Gender non-biological child 4
A1PB37B4,a1pb37b4,Relation to non-biological child 4
A1PB37C4,a1pb37c4,Year non-biological child 4 born
A1PB37A5,a1pb37a5,Gender non-biological child 5
A1PB37B5,a1pb37b5,Relation to non-biological child 5
A1PB37C5,a1pb37c5,Year non-biological child 5 born
A1PB37A6,a1pb37a6,Gender non-biological child 6
A1PB37B6,a1pb37b6,Relation to non-biological child 6
A1PB37C6,a1pb37c6,Year non-biological child 6 born
A1PB37A7,a1pb37a7,Gender non-biological child 7
A1PB37B7,a1pb37b7,Relation to non-biological child 7
A1PB37C7,a1pb37c7,Year non-biological child 7 born
A1PB37A8,a1pb37a8,Gender non-biological child 8
A1PB37B8,a1pb37b8,Relation to non-biological child 8
A1PB37C8,a1pb37c8,Year non-biological child 8 born
A1PB37A9,a1pb37a9,Gender non-biological child 9
A1PB37B9,a1pb37b9,Relation to non-biological child 9
A1PB37C9,a1pb37c9,Year non-biological child 9 born
A1PB37A10,a1pb37a10,Gender non-biological child 10
A1PB37B10,a1pb37b10,Relation to non-biological child 10
A1PB37C10,a1pb37c10,Year non-biological child 10 born
A1PBAO1,a1pbao1,Age of non-biological child 1
A1PBAO2,a1pbao2,Age of non-biological child 2
A1PBAO3,a1pbao3,Age of non-biological child 3
A1PBAO4,a1pbao4,Age of non-biological child 4
A1PBAO5,a1pbao5,Age of non-biological child 5
A1PBAO6,a1pbao6,Age of non-biological child 6
A1PBAO7,a1pbao7,Age of non-biological child 7
A1PBAO8,a1pbao8,Age of non-biological child 8
A1PBAO9,a1pbao9,Age of non-biological child 9
A1PBAO10,a1pbao10,Age of non-biological child 10
A1PCHILD0,a1pchild0,Number of children under age 1
A1PCHILD1,a1pchild1,Number of children aged 1
A1PCHILD2,a1pchild2,Number of children aged 2
A1PCHILD3,a1pchild3,Number of children aged 3
A1PCHILD4,a1pchild4,Number of children aged 4
A1PCHILD5,a1pchild5,Number of children aged 5
A1PCHILD6,a1pchild6,Number of children aged 6
A1PCHILD7,a1pchild7,Number of children aged 7
A1PCHILD8,a1pchild8,Number of children aged 8
A1PCHILD9,a1pchild9,Number of children aged 9
A1PCHILD10,a1pchild10,Number of children aged 10
A1PCHILD11,a1pchild11,Number of children aged 11
A1PCHILD12,a1pchild12,Number of children aged 12
A1PCHILD13,a1pchild13,Number of children aged 13
A1PCHILD14,a1pchild14,Number of children aged 14
A1PCHILD15,a1pchild15,Number of children aged 15
A1PCHILD16,a1pchild16,Number of children aged 16
A1PCHILD17,a1pchild17,Number of children aged 17
A1PCHILD18,a1pchild18,Number of children aged 18
A1PC06,a1pc06,Any children aged 0-6
A1PC713,a1pc713,Any children aged 7-13
A1PC1417,a1pc1417,Any children aged 14-17
A1PC18,a1pc18,Any children under 18
A1PE1,a1pe1,Lived in institution ever over the past five years
A1PE1A,a1pe1a,Number of days lived in institution over the past 5 years
A1PE2,a1pe2,Homeless since past interview
A1PE2A,a1pe2a,Number of days homeless over the past 5 years
A1PE3,a1pe3,No telephone over the past 5 years
A1PE3A,a1pe3a,Number of days without telephone over the past 5 years
A1PC1,a1pc1,Live with biological parents
A1PCA1,a1pca1,Reason not live with biological parent in childhood: Mother died
A1PCA2,a1pca2,Reason not live with biological parent in childhood: Father died
A1PCA3,a1pca3,Reason not live with biological parent in childhood: Parents separated/divorced
A1PCA4,a1pca4,Reason not live with biological parent in childhood: Parents never lived together
A1PCA5,a1pca5,Reason not live with biological parent in childhood: Adopted at birth
A1PCA6,a1pca6,Reason not live with biological parent in childhood: Adopted not at birth
A1PCA7,a1pca7,Reason not live with biological parent in childhood: Other
A1PCB1,a1pcb1,Age when mother died
A1PCB2,a1pcb2,Age when father died
A1PCB3,a1pcb3,Age parents separated or divorced
A1PCB6,a1pcb6,Age when adopted
A1PCB7,a1pcb7,Age when (other) occurred
A1PCC,a1pcc,Male head of household (C1.3)
A1PC2,a1pc2,Father/Male head of household - Highest education level
A1PC3,a1pc3,Father/Male head of household - Work for pay
A1PC3A1,a1pc3a1,Father/Male head of household - Physical disability or injury
A1PC3A2,a1pc3a2,Father/Male head of household - Alcohol or drug abuse
A1PC3A3,a1pc3a3,Father/Male head of household - Mental or emotional disability
A1PC3A4,a1pc3a4,Father/Male head of household - Stayed home to raise children
A1PC3A5,a1pc3a5,Father/Male head of household - Other reason not working for pay
A1PC5_2,a1pc5_2,Father/Male head of household - Supervise anyone
A1PC6_2,a1pc6_2,Father/Male head of household - Employee or self-employed
A1POCCD,a1poccd,Father/Male head of household - occupation
A1PINDD,a1pindd,Father/Male head of household - industry
A1POCDMJ,a1pocdmj,Father/Male head of household - occupation major group (1980 Census)
A1PINDMJ,a1pindmj,Father/Male head of household - industry major group (1980 Census)
A1PTSEID,a1ptseid,Father/Male head of household - SEI 80 - total
A1PTEARD,a1pteard,Father/Male head of household - logit all earn >= 14.30
A1PTEDUD,a1ptedud,Father/Male head of household - logit all educ some col
A1PFSEID,a1pfseid,Father/Male head of household - SEI 80 - female
A1PFEARD,a1pfeard,Father/Male head of household - logit wmn earn >= 14.30
A1PFEDUD,a1pfedud,Father/Male head of household - logit wmn educ some col
A1PMSEID,a1pmseid,Father/Male head of household - SEI 80 - male
A1PMEARD,a1pmeard,Father/Male head of household - logit men earn >= 14.30
A1PMEDUD,a1pmedud,Father/Male head of household - logit men educ some col
D_ABSCRE,d_abscre,Father/Male head of household - abstract and creative
D_ATMOSP,d_atmosp,Father/Male head of household - atmospheric conditions
D_BOTH,d_both,Father/Male head of household - prfrmd in and outdoor
D_BUSPR,d_buspr,Father/Male head of household - business cntct people
D_CLERIC,d_cleric,Father/Male head of household - clerical perception
D_CLIMB,d_climb,Father/Male head of household - climbing or balancing
D_CLRDIS,d_clrdis,Father/Male head of household - color discrimination
D_COLD,d_cold,Father/Male head of household - extreme cold
D_COMMDA,d_commda,Father/Male head of household - communication of data
D_DATAL,d_datal,Father/Male head of household - cmplxty - rltn to data
D_DATAPR,d_datapr,Father/Male head of household - data preference
D_DCP,d_dcp,Father/Male head of household - adapt accept rspnsblty
D_DEPL,d_depl,Father/Male head of household - adapt people instrctn
D_ENVIRO,d_enviro,Father/Male head of household - environment condition
D_EYHNFT,d_eyhnft,Father/Male head of household - eye hand foot coordntn
D_FIF,d_fif,Father/Male head of household - adapt situ feel - view
D_FMNHR,d_fmnhr,Father/Male head of household - female mean hrly earn
D_FMNYR,d_fmnyr,Father/Male head of household - female mean annl earn
D_FNGRDX,d_fngrdx,Father/Male head of household - finger dexterity
D_FRMPRC,d_frmprc,Father/Male head of household - form perception
D_GED,d_ged,Father/Male head of household - gnrl education devlpmt
D_HAZARD,d_hazard,Father/Male head of household - hazards
D_HEAT,d_heat,Father/Male head of household - extreme heat
D_INFLU,d_influ,Father/Male head of household - adapt influence ideas
D_INTELL,d_intell,Father/Male head of household - intelligence aptitude
D_MACHPR,d_machpr,Father/Male head of household - activities w machines
D_MCHNPR,d_mchnpr,Father/Male head of household - machine preference
D_MEN,d_men,Father/Male head of household - men in occupation 1979
D_MMNHR,d_mmnhr,Father/Male head of household - male mean hrly earn
D_MMNYR,d_mmnyr,Father/Male head of household - male mean annl earn
D_MNLDXT,d_mnldxt,Father/Male head of household - manual dexterity
D_MTRCRD,d_mtrcrd,Father/Male head of household - motor coordination
D_MVC,d_mvc,Father/Male head of household - adapt general measures
D_NOISE,d_noise,Father/Male head of household - noise or vibrations
D_NUMERC,d_numerc,Father/Male head of household - numerical aptitude
D_OBSPRE,d_obspre,Father/Male head of household - activities w objects
D_OUT,d_out,Father/Male head of household - performed outdoors
D_PEOPLE,d_people,Father/Male head of household - complexity w people
D_PEOPRE,d_peopre,Father/Male head of household - work for presumed good
D_PHYSDM,d_physdm,Father/Male head of household - physical demands
D_PRODPR,d_prodpr,Father/Male head of household - productive preference
D_PROTPR,d_protpr,Father/Male head of household - tngbl productive satis
D_PRSTPR,d_prstpr,Father/Male head of household - prestige of others
D_PUS,d_pus,Father/Male head of household - adapt perform stress
D_REACH,d_reach,Father/Male head of household - reaching handling feel
D_REPCON,d_repcon,Father/Male head of household - adapt repetitive work
D_ROUTPR,d_routpr,Father/Male head of household - routine activities
D_SCINPR,d_scinpr,Father/Male head of household - scientific activities
D_SEE,d_see,Father/Male head of household - seeing
D_SJC,d_sjc,Father/Male head of household - adapt general judgemtl
D_SPATIA,d_spatia,Father/Male head of household - spatial aptitude
D_STOOP,d_stoop,Father/Male head of household - stoop kneel and crawl
D_STRGTH,d_strgth,Father/Male head of household - strength
D_STS,d_sts,Father/Male head of household - adapt to situat limits
D_SVP,d_svp,Father/Male head of household - specific vocation prep
D_TALK,d_talk,Father/Male head of household - talking or hearing
D_THINGS,d_things,Father/Male head of household - complexity of things
D_TRAIN,d_train,Father/Male head of household - training times
D_VARCH,d_varch,Father/Male head of household - adapt multiple duties
D_VERBAL,d_verbal,Father/Male head of household - verbal aptitude
D_WET,d_wet,Father/Male head of household - wet and humid conditn
D_WOMEN,d_women,Father/Male head of household - women in occupatn 1979
MINDUS_D,mindus_d,Father/Male head of household - 1 if missing industry code
PROFID_D,profid_d,Father/Male head of household - professional/related srvcs
AGRIC_D,agric_d,"Father/Male head of household - agri, forestry, fishry, mining"
CONSTR_D,constr_d,Father/Male head of household - construction
MANUF_D,manuf_d,Father/Male head of household - manufacturing
TRANSP_D,transp_d,"Father/Male head of household - transp, comm, public utility"
WHOLE_D,whole_d,Father/Male head of household - wholesale trade
RETAIL_D,retail_d,Father/Male head of household - retail trade
FNANCE_D,fnance_d,"Father/Male head of household - finance, insurance, real est"
BUSIN_D,busin_d,Father/Male head of household - business and repair services
PERSON_D,person_d,Father/Male head of household - personal services
ENTERT_D,entert_d,"Father/Male head of household - entertainment, recreation serv"
PUBADM_D,pubadm_d,Father/Male head of household - public administration
MOCCUP_D,moccup_d,Father/Male head of household - 1 if missing occupation code
EXEC_D,exec_d,"Father/Male head of household - executive, administ, managerl"
PROFOC_D,profoc_d,Father/Male head of household - professional specialty
TECH_D,tech_d,Father/Male head of household - technicians/related support
SALES_D,sales_d,Father/Male head of household - sales occupations
ADMIN_D,admin_d,"Father/Male head of household - admin support, incld clerical"
SERV_D,serv_d,Father/Male head of household - service occupations
FARM_D,farm_d,"Father/Male head of household - farming, forestry, fishing"
CRAFT_D,craft_d,"Father/Male head of household - precision prod, craft, repair"
OPERAT_D,operat_d,"Father/Male head of household - operator, laborer, military"
A1PC7,a1pc7,Female head of household
A1PC8,a1pc8,Mother/Female head of household - Highest education level
A1PC9,a1pc9,Mother/Female head of household - Work for pay
A1PC9A1,a1pc9a1,Mother/Female head of household - Physical disability or injury
A1PC9A2,a1pc9a2,Mother/Female head of household - Alcohol or drug abuse
A1PC9A3,a1pc9a3,Mother/Female head of household - Mental or emotional disability
A1PC9A4,a1pc9a4,Mother/Female head of household - Stayed home to raise children
A1PC9A5,a1pc9a5,Mother/Female head of household - Other reason not working for pay
A1PC11_2,a1pc11_2,Mother/Female head of household - Supervise anyone
A1PC13_2,a1pc13_2,Mother/Female head of household - Employee or self-employed
A1POCCM,a1poccm,Mother/Female head of household - occupation
A1PINDM,a1pindm,Mother/Female head of household - industry
A1POCMMJ,a1pocmmj,Mother/Female head of household - occupation major group (1980 Census)
A1PINMMJ,a1pinmmj,Mother/Female head of household - industry major group (1980 Census)
A1PTSEIM,a1ptseim,Mother/Female head of household - SEI 80 - total
A1PTEARM,a1ptearm,Mother/Female head of household - logit all earn >= 14.30
A1PTEDUM,a1ptedum,Mother/Female head of household - logit all educ some col
A1PFSEIM,a1pfseim,Mother/Female head of household - SEI 80 - female
A1PFEARM,a1pfearm,Mother/Female head of household - logit wmn earn >= 14.30
A1PFEDUM,a1pfedum,Mother/Female head of household - logit wmn educ some col
A1PMSEIM,a1pmseim,Mother/Female head of household - SEI 80 - male
A1PMEARM,a1pmearm,Mother/Female head of household - logit men earn >= 14.30
A1PMEDUM,a1pmedum,Mother/Female head of household - logit men educ some col
M_ABSCRE,m_abscre,Mother/Female head of household - abstract and creative
M_ATMOSP,m_atmosp,Mother/Female head of household - atmospheric conditions
M_BOTH,m_both,Mother/Female head of household - prfrmd in and outdoor
M_BUSPR,m_buspr,Mother/Female head of household - business cntct people
M_CLERIC,m_cleric,Mother/Female head of household - clerical perception
M_CLIMB,m_climb,Mother/Female head of household - climbing or balancing
M_CLRDIS,m_clrdis,Mother/Female head of household - color discrimination
M_COLD,m_cold,Mother/Female head of household - extreme cold
M_COMMDA,m_commda,Mother/Female head of household - communication of data
M_DATAL,m_datal,Mother/Female head of household - cmplxty - rltn to data
M_DATAPR,m_datapr,Mother/Female head of household - data preference
M_DCP,m_dcp,Mother/Female head of household - adapt accept rspnsblty
M_DEPL,m_depl,Mother/Female head of household - adapt people instrctn
M_ENVIRO,m_enviro,Mother/Female head of household - environment condition
M_EYHNFT,m_eyhnft,Mother/Female head of household - eye hand foot coordntn
M_FIF,m_fif,Mother/Female head of household - adapt situ feel - view
M_FMNHR,m_fmnhr,Mother/Female head of household - female mean hrly earn
M_FMNYR,m_fmnyr,Mother/Female head of household - female mean annl earn
M_FNGRDX,m_fngrdx,Mother/Female head of household - finger dexterity
M_FRMPRC,m_frmprc,Mother/Female head of household - form perception
M_GED,m_ged,Mother/Female head of household - gnrl education devlpmt
M_HAZARD,m_hazard,Mother/Female head of household - hazards
M_HEAT,m_heat,Mother/Female head of household - extreme heat
M_INFLU,m_influ,Mother/Female head of household - adapt influence ideas
M_INTELL,m_intell,Mother/Female head of household - intelligence aptitude
M_MACHPR,m_machpr,Mother/Female head of household - activities w machines
M_MCHNPR,m_mchnpr,Mother/Female head of household - machine preference
M_MEN,m_men,Mother/Female head of household - men in occupation 1979
M_MMNHR,m_mmnhr,Mother/Female head of household - male mean hrly earn
M_MMNYR,m_mmnyr,Mother/Female head of household - male mean annl earn
M_MNLDXT,m_mnldxt,Mother/Female head of household - manual dexterity
M_MTRCRD,m_mtrcrd,Mother/Female head of household - motor coordination
M_MVC,m_mvc,Mother/Female head of household - adapt general measures
M_NOISE,m_noise,Mother/Female head of household - noise or vibrations
M_NUMERC,m_numerc,Mother/Female head of household - numerical aptitude
M_OBSPRE,m_obspre,Mother/Female head of household - activities w objects
M_OUT,m_out,Mother/Female head of household - performed outdoors
M_PEOPLE,m_people,Mother/Female head of household - complexity w people
M_PEOPRE,m_peopre,Mother/Female head of household - work for presumed good
M_PHYSDM,m_physdm,Mother/Female head of household - physical demands
M_PRODPR,m_prodpr,Mother/Female head of household - productive preference
M_PROTPR,m_protpr,Mother/Female head of household - tngbl productive satis
M_PRSTPR,m_prstpr,Mother/Female head of household - prestige of others
M_PUS,m_pus,Mother/Female head of household - adapt perform stress
M_REACH,m_reach,Mother/Female head of household - reaching handling feel
M_REPCON,m_repcon,Mother/Female head of household - adapt repetitive work
M_ROUTPR,m_routpr,Mother/Female head of household - routine activities
M_SCINPR,m_scinpr,Mother/Female head of household - scientific activities
M_SEE,m_see,Mother/Female head of household - seeing
M_SJC,m_sjc,Mother/Female head of household - adapt general judgemtl
M_SPATIA,m_spatia,Mother/Female head of household - spatial aptitude
M_STOOP,m_stoop,Mother/Female head of household - stoop kneel and crawl
M_STRGTH,m_strgth,Mother/Female head of household - strength
M_STS,m_sts,Mother/Female head of household - adapt to situat limits
M_SVP,m_svp,Mother/Female head of household - specific vocation prep
M_TALK,m_talk,Mother/Female head of household - talking or hearing
M_THINGS,m_things,Mother/Female head of household - complexity of things
M_TRAIN,m_train,Mother/Female head of household - training times
M_VARCH,m_varch,Mother/Female head of household - adapt multiple duties
M_VERBAL,m_verbal,Mother/Female head of household - verbal aptitude
M_WET,m_wet,Mother/Female head of household - wet and humid conditn
M_WOMEN,m_women,Mother/Female head of household - women in occupatn 1979
MINDUS_M,mindus_m,Mother/Female head of household - 1 if missing industry code
PROFID_M,profid_m,Mother/Female head of household - professional / related srvcs
AGRIC_M,agric_m,"Mother/Female head of household - agri, forestry, fishry, mining"
CONSTR_M,constr_m,Mother/Female head of household - construction
MANUF_M,manuf_m,Mother/Female head of household - manufacturing
TRANSP_M,transp_m,"Mother/Female head of household - transp, comm, public utility"
WHOLE_M,whole_m,Mother/Female head of household - wholesale trade
RETAIL_M,retail_m,Mother/Female head of household - retail trade
FNANCE_M,fnance_m,"Mother/Female head of household - finance, insurance, real est"
BUSIN_M,busin_m,Mother/Female head of household - business and repair services
PERSON_M,person_m,Mother/Female head of household - personal services
ENTERT_M,entert_m,"Mother/Female head of household - entertainment, recreation serv"
PUBADM_M,pubadm_m,Mother/Female head of household - public administration
MOCCUP_M,moccup_m,Mother/Female head of household - 1 if missing occupation code
EXEC_M,exec_m,"Mother/Female head of household - executive, administ, managerl"
PROFOC_M,profoc_m,Mother/Female head of household - professional specialty
TECH_M,tech_m,Mother/Female head of household - technicians / related support
SALES_M,sales_m,Mother/Female head of household - sales occupations
ADMIN_M,admin_m,"Mother/Female head of household - admin support, incld clerical"
SERV_M,serv_m,Mother/Female head of household - service occupations
FARM_M,farm_m,"Mother/Female head of household - farming, forestry, fishing"
CRAFT_M,craft_m,"Mother/Female head of household - precision prod, craft, repair"
OPERAT_M,operat_m,"Mother/Female head of household - operator, laborer, military"
A1PC14,a1pc14,Family on welfare or ADC
A1PC15,a1pc15,How often on welfare
A1PD1,a1pd1,Satisfied with life at present
A1PD2,a1pd2,Control over life in general at present
A1PD3,a1pd3,Satisfied with self at present
A1PD8,a1pd8,Rate contribution to others (whole life)
A1PD9,a1pd9,"Disappointed by achievement (agree, disagree)"
A1PD9A,a1pd9a,Disappointed by achievement (agree/disagree level)
A1PD4,a1pd4,Outgoing describes you
A1PD5,a1pd5,Worrying describes you
A1PD6,a1pd6,Curious describes you
A1PD7,a1pd7,Optimistic describes you
A1SA1,a1sa1,Rate health current
A1SA2,a1sa2,Rate health 10 years ago
A1SHLTCH,a1shltch,Change in health status
A1SA3,a1sa3,Rate health 10 years future
A1SHLTEX,a1shltex,Change in health expectations
A1SA4,a1sa4,Rate control over health
A1SA5,a1sa5,Rate thought/effort put into health
A1SSATIS,a1ssatis,Life Satisfaction (5-item version)
A1SA6A,a1sa6a,Compare energy now to 5 years ago
A1SA6B,a1sa6b,Compare fitness now to 5 years ago
A1SA6C,a1sa6c,Compare physique/figure now to 5 years ago
A1SA6D,a1sa6d,Compare weight now to 5 years ago
A1SA7A,a1sa7a,Keeping healthy depends on things I do
A1SA7B,a1sa7b,Things I can do to reduce heart attack risk
A1SA7C,a1sa7c,Things I can do to reduce cancer risk
A1SA7D,a1sa7d,I work hard at trying to stay healthy
A1SA7E,a1sa7e,Getting better is in doctor’s hands
A1SA7F,a1sa7f,Difficult to get good medical care
A1SHLOCS,a1shlocs,Health Locus of Control - Self
A1SHLOCO,a1shloco,Health Locus of Control - Others
A1SA8A,a1sa8a,Often aware of various things in my body
A1SA8B,a1sa8b,Sudden loud noises really bother me
A1SA8C,a1sa8c,Hate to be too hot/too cold
A1SA8D,a1sa8d,Quick to sense hunger contractions
A1SA8E,a1sa8e,Low pain tolerance
A1SAMOLI,a1samoli,Somatic Amplification
A1SA9A,a1sa9a,Asthma/bronchitis/emphysema ever (12 months)
A1SA9B,a1sa9b,Tuberculosis ever (12 months)
A1SA9C,a1sa9c,Other lung problems ever (12 months)
A1SA9D,a1sa9d,Joint/bone diseases ever (12 months)
A1SA9E,a1sa9e,Sciatica/lumbago/backache ever (12 months)
A1SA9F,a1sa9f,Skin trouble persistent ever (12 months)
A1SA9G,a1sa9g,Thyroid disease ever (12 months)
A1SA9H,a1sa9h,Hay fever ever (12 months)
A1SA9I,a1sa9i,Stomach trouble ever (12 months)
A1SA9J,a1sa9j,Urinary/bladder problem ever (12 months)
A1SA9K,a1sa9k,Constipated all/most ever (12 months)
A1SA9L,a1sa9l,Gall bladder trouble ever (12 months)
